SID,Nombre,Latitud,Longitud,Elevacion,geometry
85,Vega Negra,-30.9033,-70.5158,3659.0,POINT (-70.5158 -30.9033)
22,Captacion de Aguas Antofagasta en Quinchamale,-21.9229317009875,-68.59865200226561,3106.0,POINT (-68.59865200226561 -21.9229317009875)
73,Ne-5 Río Estrecho en Nacimiento,-29.298055555555557,-70.04944444444446,4050.0,POINT (-70.04944444444446 -29.29805555555556)
99,Río Choapa Aguas Arriba Estero la Canela,-31.5836,-71.4606,190.0,POINT (-71.4606 -31.5836)
148,Industria Bata,-33.678055555555545,-71.18361111111112,181.0,POINT (-71.18361111111112 -33.67805555555555)
517,Ovalle,-30.592029999999998,-71.24797,299.0,POINT (-71.24797 -30.59203)
508,Rapel,-30.7232,-70.7726,862.0,POINT (-70.7726 -30.7232)
344,Rio Futaleufu en La Frontera,-43.1742,-71.7544,335.0,POINT (-71.7544 -43.1742)
279,Polcura 4 Junta,-37.1072,-71.2422,1357.0,POINT (-71.2422 -37.1072)
278,Alto Mallines,-37.15888888888889,-71.2425,1783.0,POINT (-71.24250000000001 -37.15888888888889)
38,Captacion de Aguas Antofagasta en Puente Negro,-22.447373793664898,-68.902280852727,2309.0,POINT (-68.902280852727 -22.4473737936649)
35,Captacion de Codelco en Linzor,-22.231827905273104,-68.029177835531,4112.0,POINT (-68.029177835531 -22.2318279052731)
288,Cn Laja-Diguillín,-37.3006,-71.9642,301.0,POINT (-71.96420000000001 -37.3006)
134,Pozo Asentamiento Aguila Sur,-33.90777777777777,-70.7361111111111,412.0,POINT (-70.7361111111111 -33.90777777777777)
310,Río Turbio en Puente Turbio,-39.29972222222222,-71.89527777777778,312.0,POINT (-71.89527777777778 -39.29972222222222)
523,Pichidangui,-32.13142,-71.53108,27.0,POINT (-71.53108 -32.13142)
513,El Palqui,-30.746388889000002,-70.93694444399999,463.0,POINT (-70.93694444399999 -30.746388889)
639,San José Guayacán,-33.61527778,-70.35055556,925.0,POINT (-70.35055556 -33.61527778)
157,Cachapoal Pte Termas C,-34.25,-70.5667,733.0,POINT (-70.5667 -34.25)
95,Río Choapa en Puente Negro,-31.6881,-71.2658,246.0,POINT (-71.2658 -31.6881)
509,Los Molles [Bocatoma],-30.74608,-70.41922,2533.0,POINT (-70.41922 -30.74608)
612,Los Libertadores,-32.84555556,-70.11916667,2952.0,POINT (-70.11916667 -32.84555556)
531,Pisco Elqui,-30.116670000000003,-70.48333000000001,1589.0,POINT (-70.48333000000001 -30.11667)
43,Captacion de Sqm Coya Sur,-22.3970839723903,-69.529805030125,1216.0,POINT (-69.529805030125 -22.3970839723903)
462,General Freire,-34.9664,-71.2167,229.0,POINT (-71.2167 -34.9664)
543,Huintil,-31.573190000000004,-70.99831,590.0,POINT (-70.99831 -31.57319)
759,Lonquimay,-38.455,-71.36194444,918.0,POINT (-71.36194444 -38.455)
299,Río Lumaco en Lumaco,-38.15,-72.9,68.0,POINT (-72.90000000000001 -38.15)
259,Bío Bío ante Junta Pangue,-37.8997,-71.6239,484.0,POINT (-71.62390000000001 -37.8997)
324,Río Nilahue en Mayay,-40.2667,-72.2333,72.0,POINT (-72.2333 -40.2667)
503,Hurtado,-30.30917,-70.62646,1478.0,POINT (-70.62645999999999 -30.30917)
105,Portillo,-32.84444444444445,-70.11083333333333,2996.0,POINT (-70.11083333333333 -32.84444444444445)
548,UCN Guayacan,-29.96663,-71.3528,0.0,POINT (-71.3528 -29.96663)
255,Puente la Junta,-38.0661,-71.3497,740.0,POINT (-71.3497 -38.0661)
116,Pozo Rabuco,-32.86083333333333,-71.11583333333333,307.0,POINT (-71.11583333333333 -32.86083333333333)
214,Cn Rest S3,-35.6169,-71.5392,201.0,POINT (-71.53919999999999 -35.6169)
506,Canela,-31.39,-71.41,341.0,POINT (-71.41 -31.39)
176,Estero Chimbarongo Bajo Embalse Convento Viejo,-34.7647,-71.1372,249.0,POINT (-71.13720000000001 -34.7647)
547,Tongoy,-30.278000000000002,-71.56317,0.0,POINT (-71.56317 -30.278)
507,Hualtatas,-31.707320000000003,-70.525,3627.0,POINT (-70.52500000000001 -31.70732)
289,Río Laja en Tucapel 2,-37.2792,-71.9847,286.0,POINT (-71.9847 -37.2792)
235,Cn Maule N b Pte. Centinela,-35.6358,-71.2694,419.0,POINT (-71.2694 -35.6358)
201,Melado en Zona Presa,-35.7544,-71.0864,584.0,POINT (-71.0864 -35.7544)
226,Canal Primera Abajo,-36.057222222222215,-71.70305555555557,173.0,POINT (-71.70305555555557 -36.05722222222222)
27,Río San Pedro en Parshall 2,-21.949325332066998,-68.51642759513821,3356.0,POINT (-68.51642759513821 -21.949325332067)
237,Q Colorado b S. Maitenes,-35.6142,-71.3186,394.0,POINT (-71.3186 -35.6142)
204,Armerillo,-35.7011,-71.0772,530.0,POINT (-71.0772 -35.7011)
147,Río Mapocho en el Trebal,-33.544999999999995,-70.8172222222222,431.0,POINT (-70.8172222222222 -33.54499999999999)
281,Cn Des C El Toro,-37.3656,-71.4786,959.0,POINT (-71.4786 -37.3656)
545,Las Cardas,-30.25145,-71.2569,280.0,POINT (-71.2569 -30.25145)
512,Tascadero,-31.26282,-70.54,3423.0,POINT (-70.54000000000001 -31.26282)
352,Río Magniguales antes Junta Río Simpson,-45.3833,-72.4667,40.0,POINT (-72.4667 -45.3833)
146,Mision Corazon de Maria,-33.66833333333333,-70.92222222222223,347.0,POINT (-70.92222222222223 -33.66833333333333)
521,Camarico,-30.698989833000002,-71.3217,249.0,POINT (-71.32170000000001 -30.698989833)
340,Puelo en Carrera Basilio,-41.6044,-72.2064,713.0,POINT (-72.2064 -41.6044)
359,Glaciar San Rafael en Campo de Hielo Norte,-46.70527777777777,-73.5936111111111,1193.0,POINT (-73.5936111111111 -46.70527777777777)
21,Captacion de Aguas Antofagasta en Lequena,-21.554600154226197,-68.653370487878,3458.0,POINT (-68.65337048787799 -21.5546001542262)
501,Pichasca,-30.413059999999998,-70.90275,688.0,POINT (-70.90275 -30.41306)
277,Cn Des C Antuco,-37.3167,-71.6667,543.0,POINT (-71.66670000000001 -37.3167)
336,Río Chamiza Ante Junta Río Chico,-41.4417,-72.8089,81.0,POINT (-72.80889999999999 -41.4417)
14,Río Codpa en Cala-cala,-18.8269,-69.6669,2324.0,POINT (-69.6669 -18.8269)
173,Estero Chimbarongo en Ruta 5,-34.7889,-71.0458,280.0,POINT (-71.0458 -34.7889)
921,Chincolco Liceo agrícola,-32.222500000000004,-70.83166666666666,670.0,POINT (-70.83166666666666 -32.2225)
924,Río Clarillo,-33.72833333333333,-70.49666666666667,1000.0,POINT (-70.49666666666667 -33.72833333333333)
955,Pichilemu aeródromo,-34.39416666666666,-72.01861111111111,37.0,POINT (-72.01861111111111 -34.39416666666666)
920,Llay Llay,-32.881388888888885,-70.91305555555556,430.0,POINT (-70.91305555555556 -32.88138888888889)
894,Embalse Recoleta,-30.492222222222228,-71.09055555555554,383.0,POINT (-71.09055555555554 -30.49222222222223)
895,Embalse Cogoti,-31.004722222222227,-71.08916666666666,651.0,POINT (-71.08916666666666 -31.00472222222223)
1183,RIO HUATACONDO EN COPAQUIRE,-20.9333,-68.8833,3712.0,POINT (-68.88330000000001 -20.9333)
907,Faja Maisan,-39.071148,-72.92198,54.0,POINT (-72.92198 -39.071148)
897,La Cachina,-25.433987,-70.453243,212.0,POINT (-70.453243 -25.433987)
908,Bajada Ibañez,-46.180619,-72.043261,522.0,POINT (-72.043261 -46.180619)
951,Los Espinos,-32.8901667,-70.38213879999999,1196.0,POINT (-70.38213879999999 -32.8901667)
902,Peñablanca,-32.460159000000004,-71.104546,154.0,POINT (-71.104546 -32.460159)
898,Combarbalá,-31.20093,-71.00057,1143.0,POINT (-71.00057 -31.20093)
899,Illapel,-31.64814,-71.19695,275.0,POINT (-71.19695 -31.64814)
900,Salamanca,-31.89,-70.75,835.0,POINT (-70.75 -31.89)
1167,RIO LAUCA EN JAPU (O EN EL LIMITE),-18.5833,-69.0467,4131.0,POINT (-69.0467 -18.5833)
1245,RIO MURTA EN DESEMBOCADURA,-46.4333,-72.7,225.0,POINT (-72.7 -46.4333)
958,Pampa Guanaco,-54.05083333333333,-68.80388888888889,158.0,POINT (-68.80388888888889 -54.05083333333333)
1101,Concha y Toro - Pencahue,-35.44522,-71.83436,63.0,POINT (-71.83436 -35.44522)
1176,MAMIÑA,-20.0756,-69.2147,2726.0,POINT (-69.21469999999999 -20.0756)
1175,PARCA,-20.0122,-69.2033,2648.0,POINT (-69.2033 -20.0122)
1174,POROMA,-19.8719,-69.1831,2886.0,POINT (-69.1831 -19.8719)
1102,El Vergel,-37.8278098,-72.65966490000001,81.0,POINT (-72.65966490000001 -37.8278098)
1106,San Sebastián,-38.435064000000004,-72.399024,298.0,POINT (-72.399024 -38.435064)
1105,Taplon,-38.83295,-72.506385,128.0,POINT (-72.50638499999999 -38.83295)
1100,Miraflores,-35.818051000000004,-71.775019,115.0,POINT (-71.775019 -35.818051)
1110,Arroyo el Gato,-45.162902,-71.943627,502.0,POINT (-71.94362700000001 -45.162902)
1109,Quilquico,-42.491512,-73.70881700000001,102.0,POINT (-73.70881700000001 -42.491512)
1108,Pid-Pid,-42.411747,-73.783913,81.0,POINT (-73.783913 -42.411747)
952,Liceo Jean Buchanan,-34.3972892,-71.1646719,186.0,POINT (-71.1646719 -34.3972892)
1107,Isla Chelin,-42.589153,-73.53290600000001,38.0,POINT (-73.53290600000001 -42.589153)
1104,Radal,-38.98547,-72.381617,168.0,POINT (-72.38161700000001 -38.98547)
1103,Pailahueque,-38.145552,-72.65966490000001,195.0,POINT (-72.65966490000001 -38.145552)
948,Quellon,-43.1086,-73.6119,69.0,POINT (-73.61190000000001 -43.1086)
947,Quemchi,-42.1408,-73.4731,39.0,POINT (-73.4731 -42.1408)
937,Isla de Pascua,-27.13361111111111,-109.3517746,136.0,POINT (-109.3517746 -27.13361111111111)
954,El Milagro,-33.754444444444445,-70.76444444444445,447.0,POINT (-70.76444444444445 -33.75444444444445)
953,Quintero,-32.784166666666664,-71.52277777777778,13.0,POINT (-71.52277777777778 -32.78416666666666)
946,Monte Tronador en Casa Pangue,-41.0675,-71.86749999999998,798.0,POINT (-71.86749999999998 -41.0675)
1118,El Tepual  Puerto Montt Ap.,-41.435,-73.08471999999999,88.0,POINT (-73.08471999999999 -41.435)
1111,La Florida,-29.9175,-71.20333000000001,144.0,POINT (-71.20333000000001 -29.9175)
1244,RIO EXPLORADORES EN NACIMIENTO,-46.50222222222222,-73.15055555555556,177.0,POINT (-73.15055555555556 -46.50222222222222)
1116,Carriel Sur,-36.77833,-73.05083,14.0,POINT (-73.05083 -36.77833)
1241,PUERTO CISNES,-44.7278,-72.6814,16.0,POINT (-72.6814 -44.7278)
940,Lo Aguirre,-35.9697,-70.5719,1980.0,POINT (-70.5719 -35.9697)
935,Río Copiapo en Ciudad de Copiapo,-27.36555555555556,-70.34083333333332,377.0,POINT (-70.34083333333332 -27.36555555555556)
942,Río Renegado en Invernada,-36.8606,-71.6253,791.0,POINT (-71.6253 -36.8606)
945,Lago Villarrica,-39.274444444444434,-71.97083333333333,226.0,POINT (-71.97083333333333 -39.27444444444443)
949,Río Hollemberg en Desembocadura,-51.9056,-72.4236,19.0,POINT (-72.42359999999999 -51.9056)
1138,Tongoy Balsa CMET,-30.27508,-71.56158,0.0,POINT (-71.56158000000001 -30.27508)
1151,Estero Derecho,-30.38407,-70.41286,3022.0,POINT (-70.41285999999999 -30.38407)
1154,El Polvo,-31.18314,-70.5848,2565.0,POINT (-70.5848 -31.18314)
1150,Los Molles [Bocatoma],-30.746,-70.41923,2533.0,POINT (-70.41923 -30.746)
1115,Las Vizcachas Aguas Andinas,-33.596109999999996,-70.54222,727.0,POINT (-70.54222 -33.59611)
1131,Cachiyuyo,-29.0572,-70.90517,951.0,POINT (-70.90517 -29.0572)
1126,La Serena [Cerro Grande],-29.93848,-71.22351,523.0,POINT (-71.22351 -29.93848)
1153,La Laguna [Elqui],-30.20311,-70.03721999999999,3216.0,POINT (-70.03721999999999 -30.20311)
1152,Hualtatas,-31.707320000000006,-70.525,3627.0,POINT (-70.52500000000001 -31.70732000000001)
1112,Pudahuel Santiago,-33.391940000000005,-70.79639,479.0,POINT (-70.79639 -33.39194000000001)
1143,UCN Guayacan,-29.96663,-71.35284,0.0,POINT (-71.35284 -29.96663)
1119,Guandacol,-30.54363,-70.3329,2975.0,POINT (-70.3329 -30.54363)
1148,Tascadero,-31.26295,-70.53999,3420.0,POINT (-70.53999 -31.26295)
1114,Arrayán Aguas Andinas,-33.33611,-70.4575,1262.0,POINT (-70.4575 -33.33611)
1113,NOS  Aguas Andinas,-33.62083,-70.71167,558.0,POINT (-70.71167 -33.62083)
1155,El Tapado,-30.1583,-69.90818,4310.0,POINT (-69.90818 -30.1583)
1156,Corral ESSAL,-39.888059999999996,-73.44055999999999,158.0,POINT (-73.44055999999999 -39.88806)
1157,Puerto Varas ESSAL,-41.32444,-72.98278,74.0,POINT (-72.98278000000001 -41.32444)
1161,Canal Lauca en Chucuyo Km 0,-18.21638888888889,-75.31777777777778,,POINT (-75.31777777777778 -18.21638888888889)
1160,Canal Lauca Sector las Rejas Km 26,-18.331666666666667,-75.44722222222222,,POINT (-75.44722222222222 -18.33166666666667)
1164,Viña del Mar  Ad. (Torquemada),-32.94944,-71.47444,134.0,POINT (-71.47444 -32.94944)
1250,RIO PASCUA EN DESAGUE LAGO O'HIGGINS,-48.3775,-72.9589,255.0,POINT (-72.9589 -48.3775)
1165,San Antonio,-33.53055,-71.50833,67.0,POINT (-71.50833 -33.53055)
1162,Peña Blanca,-30.90056,-71.55375,370.0,POINT (-71.55374999999999 -30.90056)
1264,Arica Oficina,-18.4775,-70.3208,22.0,POINT (-70.32080000000001 -18.4775)
1265,Azapa,-18.5156,-70.1806,267.0,POINT (-70.1806 -18.5156)
1266,Iquique,-20.2153,-70.1361,48.0,POINT (-70.1361 -20.2153)
1270,Cerro Sombrero,-52.77639,-69.28805,55.0,POINT (-69.28805 -52.77639)
1261,Chucuyo Reten,-18.2164,-69.2956,4412.0,POINT (-69.29559999999999 -18.2164)
1267,Canela Baja (Liceo Padre José Herde),-31.39,-71.41278,342.0,POINT (-71.41278 -31.39)
1268,Liceo Samuel Román Rojas (Combarbalá),-31.18805,-70.99972,932.0,POINT (-70.99972 -31.18805)
1269,Vivero Conaf,-31.6325,-71.1525,328.0,POINT (-71.1525 -31.6325)
1260,Paso Agua Negra,-30.1907,-69.82553,4771.0,POINT (-69.82553 -30.1907)
1263,Lluta Tocontasi,-18.3667,-69.9003,1139.0,POINT (-69.9003 -18.3667)
1262,Río Colpitas en Alcerreca,-17.9919,-69.6256,3695.0,POINT (-69.62560000000001 -17.9919)
1272,Nirivilo,-35.5389,-72.0914,197.0,POINT (-72.09139999999999 -35.5389)
1279,Angol,-37.79583,-72.69471999999999,83.0,POINT (-72.69471999999999 -37.79583)
1278,Colina (Reg.),-33.16222,-70.64389,760.0,POINT (-70.64389 -33.16222)
1273,Eulogio Sánchez,-33.45528,-70.54861,652.0,POINT (-70.54861 -33.45528)
1271,Las Melosas Ruta de Nieve Fpp,-33.86388888888889,-70.2725,3315.0,POINT (-70.27249999999999 -33.86388888888889)
1277,Caldera R.B.,-27.07583,-70.83028,46.0,POINT (-70.83028 -27.07583)
1276,Mejillones,-23.109170000000002,-70.44055999999999,36.0,POINT (-70.44055999999999 -23.10917)
1275,Casa del Canto,-31.417340000000006,-70.589,3567.0,POINT (-70.589 -31.41734000000001)
1280,Victoria (Reg.),-38.22889,-72.33889,354.0,POINT (-72.33889000000001 -38.22889)
1281,El Jote,-30.40527,-70.27948,3655.0,POINT (-70.27948000000001 -30.40527)
1284,Villarrica,-39.19,-72.11222,374.0,POINT (-72.11221999999999 -39.19)
1282,Llano de Las Liebres,-30.25741,-69.93699000000001,3558.0,POINT (-69.93699000000001 -30.25741)
1283,San Felipe Escuela Agrícola,-32.75528,-70.70694,675.0,POINT (-70.70694 -32.75528)
1285,Viu Manent – Peralillo,-34.495833333,-71.491666666,152.0,POINT (-71.491666666 -34.495833333)
1286,Viu Manent – Santa Cruz,-34.646111110999996,-71.313611111,180.0,POINT (-71.313611111 -34.646111111)
1287,Quellón Ad.,-43.134170000000005,-73.63194,12.0,POINT (-73.63194 -43.13417)
1288,Quebrada Caya,-20.753333333333334,-68.93416666666667,3886.0,POINT (-68.93416666666667 -20.75333333333333)
1289,Los Guindos,-33.89083333333333,-71.23361111111113,137.0,POINT (-71.23361111111113 -33.89083333333333)
1290,Río Ñuble en Confluencia,-36.63722222222222,-72.45222222222222,44.0,POINT (-72.45222222222222 -36.63722222222222)
1291,Mirador Marchant,-45.52528,-72.09806,418.0,POINT (-72.09806 -45.52528)
1295,Melinka Ad.,-43.89667,-73.74028,18.0,POINT (-73.74028 -43.89667)
1293,Cerro Paranal,-24.6275,-70.40472,2640.0,POINT (-70.40472 -24.6275)
1294,Cerro la Silla,-29.258329999999997,-70.73444,2343.0,POINT (-70.73444000000001 -29.25833)
1296,Canal Melado en C. Hidroelectrica los Hierros I,-35.860555555555564,-71.0675,813.0,POINT (-71.0675 -35.86055555555556)
1292,Llano de Chajnantor,-23.00583,-67.75917,5057.0,POINT (-67.75917 -23.00583)
1298,Carlos Ibañez,-53.00167,-70.83861,36.0,POINT (-70.83861 -53.00167)
1297,Futaleufú Ad.,-43.18889,-71.85221999999999,346.0,POINT (-71.85221999999999 -43.18889)
1302,Chuzmiza,-19.68555555555556,-69.18472222222222,3359.0,POINT (-69.18472222222222 -19.68555555555556)
1300,Peldehue Ad.,-33.113890000000005,-70.68583000000001,681.0,POINT (-70.68583000000001 -33.11389)
1301,Chiapa,-19.537222222222226,-69.205,3158.0,POINT (-69.205 -19.53722222222223)
1305,Guatin,-22.761111111111113,-68.07277777777777,3208.0,POINT (-68.07277777777777 -22.76111111111111)
1304,Lago Villarrica en Sector la Poza,-39.27666666666666,-71.97694444444444,225.0,POINT (-71.97694444444444 -39.27666666666666)
1308,Río Huemules en Glaciar Steffen,-73.67333333333333,-47.5425,,POINT (-47.5425 -73.67333333333333)
1306,Río Claro en Tunca,-34.385555555555555,-71.10166666666666,210.0,POINT (-71.10166666666666 -34.38555555555556)
1307,Río Lebu en las Corrientes,-37.60166666666667,-73.48777777777778,14.0,POINT (-73.48777777777778 -37.60166666666667)
1322,Cañal Bajo,-40.61444,-73.0575,61.0,POINT (-73.0575 -40.61444)
1356,El Carmen,-30.467959999999998,-71.03493,439.0,POINT (-71.03493 -30.46796)
1363,Temuco sector Norte,-38.698183,-72.552011,149.0,POINT (-72.55201099999999 -38.698183)
1327,Los Ángeles,-37.466041,-72.35903499999999,135.0,POINT (-72.35903499999999 -37.466041)
1339,Santo Domingo,-33.640315,-71.60728,15.0,POINT (-71.60728 -33.640315)
1330,Papudo,-32.507882,-71.445437,33.0,POINT (-71.445437 -32.507882)
1324,Quilpué,-33.076,-71.421,177.0,POINT (-71.42100000000001 -33.076)
1352,Viña del Mar Alto,-33.038938,-71.55705999999999,214.0,POINT (-71.55705999999999 -33.038938)
1332,Tiltil,-33.077246944904,-70.925032186509,590.0,POINT (-70.925032186509 -33.077246944904)
1350,Curacaví,-33.376688,-71.17730999999999,243.0,POINT (-71.17730999999999 -33.376688)
1365,Pitrufquén - Colegio Madres Dominicas (estacion DAVIS),-38.985478,-72.6369,102.0,POINT (-72.6369 -38.985478)
1364,San Miguel,-33.506688,-70.650813,562.0,POINT (-70.650813 -33.506688)
1335,Punitaqui,-30.77895,-71.27168,199.0,POINT (-71.27168 -30.77895)
1331,Lonquimay,-38.446,-71.252,920.0,POINT (-71.252 -38.446)
1345,Parque Nacional Conguillío,-38.727589,-71.629769,915.0,POINT (-71.629769 -38.727589)
1338,Nancagua,-34.658317,-71.268916,197.0,POINT (-71.268916 -34.658317)
1347,Laguna Verde,-33.11,-71.68,112.0,POINT (-71.68000000000001 -33.11)
1323,Miraflores Alto,-33.026599,-71.507067,254.0,POINT (-71.50706700000001 -33.026599)
1325,Lampa,-33.305,-70.741,491.0,POINT (-70.741 -33.305)
1337,Estación Biológica Senda Darwin,-41.8824927,-73.6759956,30.0,POINT (-73.67599559999999 -41.8824927)
1346,Punta Arenas,-53.136312,-70.92181,44.0,POINT (-70.92180999999999 -53.136312)
1348,Los Andes,-32.846,-70.59,836.0,POINT (-70.59 -32.846)
1357,Concón,-32.921228,-71.51349599999999,36.0,POINT (-71.51349599999999 -32.921228)
1359,Quintero,-32.785553,-71.534603,40.0,POINT (-71.534603 -32.785553)
1349,Quilpué Centro,-33.04811,-71.42641,146.0,POINT (-71.42641 -33.04811)
1343,Entre Lagos,-40.683688000000004,-72.59968,200.0,POINT (-72.59968000000001 -40.683688)
1342,Cordillera de Piuchén,-42.270312,-73.91806,745.0,POINT (-73.91806 -42.270312)
1366,Mar Brava,-41.887755,-73.99164300000001,8.0,POINT (-73.99164300000001 -41.887755)
1355,Viña del Mar,-32.994634999999995,-71.54447900000001,14.0,POINT (-71.54447900000001 -32.994635)
1360,Placilla de Peñuelas,-33.124,-71.569,348.0,POINT (-71.569 -33.124)
1351,Santo Tomas,-30.686770000000003,-71.27687,250.0,POINT (-71.27687 -30.68677)
1362,Temuco sector Estadio G. Becker,-38.74588,-72.62691099999999,108.0,POINT (-72.62691099999999 -38.74588)
1333,Sotaquimet,-30.63089,-71.12373000000001,270.0,POINT (-71.12373000000001 -30.63089)
1354,Calama,-22.4324375,-68.9185012,2280.0,POINT (-68.91850119999999 -22.4324375)
1361,Trapén,-41.511119,-73.097581,119.0,POINT (-73.09758100000001 -41.511119)
1326,Dalcahue,-42.379,-73.64699999999999,12.0,POINT (-73.64699999999999 -42.379)
1329,Paine,-33.789576000000004,-70.634902,444.0,POINT (-70.634902 -33.789576)
1340,La Greda,-30.721859999999996,-70.87337,524.0,POINT (-70.87336999999999 -30.72186)
1334,Agua Amarilla,-30.843690000000002,-70.68701999999999,929.0,POINT (-70.68701999999999 -30.84369)
1341,DADA DE BAJA: Pitrufquén - Colegio Madres Dominicas,-38.985478,-72.6369,102.0,POINT (-72.6369 -38.985478)
1336,Loncotoro,-41.299062,-73.20568,130.0,POINT (-73.20568 -41.299062)
1353,Los Molles,-32.213848999999996,-71.51168299999999,122.0,POINT (-71.51168299999999 -32.213849)
1358,Colina,-33.226795,-70.671829,570.0,POINT (-70.671829 -33.226795)
1344,Pedro Aguirre Cerda,-33.493938,-70.66456,541.0,POINT (-70.66455999999999 -33.493938)
1328,Chiguayante ELIMINADO  DELA RED,-36.922,-73.035,35.0,POINT (-73.035 -36.922)
